location,date,total_cases,total_deaths,Death_Percentage
India,2022-04-27,43065496,523654,1.215947913
India,2022-05-03,43084913,523889,1.215945359
India,2022-04-28,43068799,523693,1.215945214
India,2022-05-04,43088118,523920,1.215926859
India,2022-05-06,43094938,524002,1.21592471
India,2022-05-07,43098743,524024,1.215868407
India,2022-05-08,43102194,524064,1.215863861
India,2022-05-11,43110586,524157,1.215842902
India,2022-05-09,43105401,524093,1.215840679
India,2022-05-12,43113413,524181,1.215818845
India,2022-05-10,43107689,524103,1.215799344
India,2022-05-24,43140068,524490,1.215783897
India,2022-05-25,43142192,524507,1.215763446
India,2022-05-13,43116254,524190,1.215759607
India,2022-05-23,43138393,524459,1.215759243
India,2022-05-26,43144820,524525,1.215731112
India,2022-05-22,43136371,524413,1.215709592
India,2022-05-14,43119112,524201,1.215704535
India,2022-05-18,43127199,524293,1.215689894
India,2022-05-28,43150215,524572,1.215688033
India,2022-05-27,43147530,524539,1.215687202
India,2022-05-16,43123801,524241,1.215665103
India,2022-05-17,43125370,524260,1.215664932
India,2022-05-15,43121599,524214,1.215664568
India,2022-05-19,43129563,524303,1.215646446
India,2022-05-29,43153043,524586,1.215640807
India,2022-05-20,43131822,524323,1.215629147
India,2022-05-30,43155749,524611,1.215622512
India,2022-05-21,43134145,524348,1.215621638
India,2022-05-31,43158087,524630,1.215600682
India,2022-06-01,43160832,524636,1.215537272
India,2022-06-02,43164544,524641,1.215444324
India,2022-06-03,43168585,524651,1.215353712
India,2021-06-09,29089069,353528,1.215329373
India,2022-06-04,43172547,524677,1.2153024
India,2022-06-05,43176817,524692,1.215216953
India,2022-06-06,43181335,524701,1.215110649
India,2022-06-07,43185049,524708,1.215022356
India,2022-06-08,43190282,524715,1.21489135
India,2022-06-09,43197522,524723,1.214706251
India,2022-06-10,43205106,524747,1.214548577
India,2022-06-11,43213435,524757,1.214337624
India,2022-06-12,43222017,524761,1.214105765
India,2022-06-13,43230101,524771,1.21390186
India,2022-06-14,43236695,524777,1.213730605
India,2022-06-15,43245517,524792,1.213517692
India,2022-06-16,43257730,524803,1.213200508
India,2022-06-17,43270577,524817,1.212872664
India,2022-04-24,43057545,522193,1.212779317
India,2022-04-25,43060086,522223,1.21277742
India,2022-04-23,43054952,522149,1.212750162
India,2022-04-22,43052425,522116,1.212744694
India,2022-04-21,43049974,522062,1.212688305
India,2022-04-20,43047594,522006,1.212625263
India,2022-04-18,43044280,521965,1.212623373
India,2022-04-19,43045527,521966,1.212590567
India,2022-06-18,43283793,524840,1.212555471
India,2022-04-13,43038016,521736,1.212267777
India,2022-04-14,43039023,521737,1.212241737
India,2022-04-12,43036928,521710,1.212238011
India,2022-04-15,43039972,521743,1.212228948
India,2022-06-19,43296692,524855,1.21222887
India,2022-04-10,43035271,521685,1.212226594
India,2022-04-11,43036132,521691,1.212216284
India,2022-04-16,43040947,521747,1.212210782
India,2022-04-09,43034217,521656,1.212188896
India,2022-04-17,43042097,521751,1.212187687
India,2022-04-08,43033067,521573,1.212028415
India,2022-04-07,43031958,521530,1.211959725
India,2022-01-28,40622709,492327,1.211950193
India,2022-06-20,43309473,524873,1.211912692
India,2022-04-06,43030925,521487,1.211888892
India,2022-04-05,43029839,521416,1.211754476
India,2022-06-21,43319396,524890,1.211674327
India,2022-04-04,43029044,521358,1.211642071
India,2022-04-03,43028131,521345,1.211637568
India,2021-06-08,28996473,351309,1.211557695
India,2022-04-02,43027035,521264,1.211480178
India,2022-06-22,43331645,524903,1.211361812
India,2022-04-01,43025775,521181,1.211322748
India,2022-03-31,43024440,521129,1.211239472
India,2022-03-30,43023215,521101,1.211208879
India,2022-03-29,43021982,521070,1.211171536
India,2022-03-28,43020723,521035,1.211125624
India,2022-03-27,43019453,521004,1.211089318
India,2022-06-23,43344958,524941,1.211077422
India,2022-03-26,43018032,520855,1.210782957
India,2022-06-24,43362294,524954,1.21062322
India,2022-06-25,43378234,524974,1.210224464
India,2022-06-26,43389973,524999,1.209954659
India,2022-06-27,43407046,525020,1.209527135
India,2022-06-28,43418839,525047,1.2092608
India,2021-04-17,14526609,175649,1.209153492
India,2022-06-29,43433345,525077,1.208925999
India,2022-06-30,43452164,525116,1.208492171
India,2022-07-01,43469234,525139,1.208070517
India,2021-06-07,28909975,349186,1.207839163
India,2022-07-02,43486326,525168,1.207662381
India,2022-07-03,43502429,525199,1.207286609
India,2022-01-29,40858241,493198,1.207095528
India,2022-07-04,43518564,525223,1.206894143
India,2022-07-05,43531650,525242,1.206574986
India,2022-07-06,43547809,525270,1.206191568
India,2022-07-07,43566739,525305,1.205747807
India,2022-07-08,43585554,525343,1.205314495
India,2022-07-09,43604394,525386,1.204892333
India,2022-07-10,43622651,525428,1.20448434
India,2022-07-11,43639329,525454,1.204083592
India,2022-07-12,43652944,525474,1.203753864
India,2021-06-06,28809339,346759,1.203634002
India,2022-07-13,43669850,525519,1.203390898
India,2022-07-14,43689989,525557,1.202923169
India,2022-07-15,43710027,525604,1.202479239
India,2022-01-30,41092522,494091,1.202386653
India,2022-07-16,43730071,525660,1.202056132
India,2022-07-17,43750599,525709,1.20160412
India,2022-03-25,43016372,516755,1.201298427
India,2022-07-18,43767534,525760,1.201255707
India,2022-03-24,43014687,516672,1.201152527
India,2022-03-23,43012749,516605,1.201050879
India,2022-03-22,43010971,516543,1.200956379
India,2022-03-21,43009390,516510,1.200923798
India,2022-03-20,43007841,516479,1.200894972
India,2022-07-19,43783062,525785,1.200886772
India,2022-03-19,43006080,516352,1.200648838
India,2022-03-18,43004005,516281,1.20054167
India,2022-07-20,43803619,525825,1.200414514
India,2022-03-17,43001477,516132,1.200265749
India,2022-03-16,42998938,516072,1.200197084
India,2022-03-15,42996062,515974,1.200049437
India,2022-07-21,43825185,525870,1.199926481
India,2022-03-13,42990991,515850,1.199902556
India,2022-03-14,42993494,515877,1.1998955
India,2022-03-12,42987875,515803,1.199880199
India,2022-03-11,42984261,515714,1.199774029
India,2022-07-22,43847065,525930,1.199464548
India,2022-03-10,42980067,515459,1.199297805
India,2022-03-09,42975883,515355,1.199172568
India,2021-06-05,28694879,344082,1.199105945
India,2022-07-23,43868476,525997,1.199031851
India,2022-03-08,42971308,515210,1.198962806
India,2022-03-07,42967315,515102,1.198822873
India,2022-03-06,42962953,515036,1.198790968
India,2022-01-31,41302440,495050,1.198597468
India,2022-03-05,42957477,514878,1.198575978
India,2022-07-24,43888755,526033,1.198559859
India,2022-07-25,43905621,526074,1.198192824
India,2022-03-04,42951556,514589,1.198068354
India,2021-04-18,14788109,177150,1.197921925
India,2022-07-26,43920451,526110,1.197870213
India,2022-03-03,42945160,514388,1.197778749
India,2022-03-02,42938599,514246,1.197631064
India,2022-07-27,43938764,526167,1.197500685
India,2022-03-01,42931045,514023,1.197322357
India,2022-02-28,42924130,513843,1.197095899
India,2022-07-28,43959321,526212,1.197043057
India,2022-02-27,42916117,513724,1.197042128
India,2022-02-26,42905844,513481,1.19676238
India,2022-02-01,41469499,496242,1.196643345
India,2022-07-29,43979730,526258,1.196592157
India,2022-02-25,42894345,513226,1.196488721
India,2022-02-02,41630885,497975,1.196167221
India,2022-07-30,44000138,526312,1.196159885
India,2022-02-24,42881179,512924,1.196151813
India,2022-02-23,42867031,512622,1.195842091
India,2022-07-31,44019811,526357,1.195727533
India,2022-02-22,42851929,512344,1.195614788
India,2022-02-21,42838524,512109,1.195440347
India,2022-02-20,42822473,511903,1.195407374
India,2022-08-01,44036275,526396,1.195369045
India,2022-08-02,44050009,526430,1.195073536
India,2022-08-03,44067144,526477,1.194715501
India,2022-02-19,42802505,511230,1.194392711
India,2022-08-04,44087037,526530,1.194296636
India,2022-02-18,42780235,510905,1.194254777
India,2022-08-05,44107588,526600,1.193898882
India,2022-02-17,42754315,510413,1.193828038
India,2022-02-03,41803318,498983,1.193644485
India,2022-08-06,44126994,526649,1.193484877
India,2022-02-16,42723558,509872,1.193421203
India,2022-02-13,42631421,508665,1.193169235
India,2022-02-15,42692943,509358,1.193073057
India,2022-08-07,44145732,526689,1.193068902
India,2022-02-14,42665534,509011,1.193026202
India,2022-02-12,42586544,507981,1.192820436
India,2022-08-08,44161899,526730,1.192724978
India,2022-08-09,44174650,526772,1.192475775
India,2022-02-10,42478060,506520,1.192427338
India,2022-02-11,42536137,507177,1.192343818
India,2021-06-04,28574350,340702,1.192335084
India,2022-08-10,44190697,526826,1.192164948
India,2022-02-04,41952712,500055,1.191949164
India,2022-08-11,44206996,526879,1.191845291
India,2022-08-12,44223557,526928,1.191509765
India,2022-02-09,42410976,505279,1.191387343
India,2022-08-13,44239372,526996,1.191237525
India,2022-08-14,44253464,527037,1.190950837
India,2022-02-05,42080664,501114,1.190841475
India,2022-08-15,44268381,527069,1.190621812
India,2022-02-08,42339611,504062,1.190521094
India,2022-08-16,44277194,527098,1.190450325
India,2022-08-17,44286256,527134,1.190288021
India,2022-08-18,44298864,527206,1.190111783
India,2022-02-06,42188138,501979,1.189858154
India,2022-08-19,44314618,527253,1.189794754
India,2022-02-07,42272014,502874,1.189614481
India,2022-08-20,44327890,527289,1.189519736
India,2022-08-21,44339429,527332,1.189307151
India,2022-08-22,44348960,527368,1.189132733
India,2022-08-23,44357546,527416,1.189010772
India,2022-08-24,44368195,527452,1.188806531
India,2022-08-25,44378920,527488,1.188600354
India,2022-08-26,44389176,527556,1.188478921
India,2022-08-28,44408132,527754,1.188417473
India,2021-06-03,28441986,337989,1.188345286
India,2022-08-27,44398696,527597,1.188316432
India,2022-08-29,44415723,527799,1.188315678
India,2022-08-30,44421162,527829,1.188237714
India,2022-08-31,44428393,527874,1.188145608
India,2022-09-01,44436339,527911,1.188016412
India,2022-09-02,44442507,527932,1.187898783
India,2022-11-02,44655828,530452,1.187867348
India,2022-11-04,44658365,530479,1.187860326
India,2022-11-03,44657149,530461,1.187852364
India,2022-11-06,44660579,530500,1.18784846
India,2022-11-05,44659447,530486,1.187847221
India,2022-12-23,44676678,530690,1.187845703
India,2022-11-07,44661516,530509,1.187843691
India,2022-12-24,44676879,530691,1.187842598
India,2022-12-25,44677106,530693,1.187841039
India,2022-12-26,44677302,530695,1.187840304
India,2022-12-27,44677459,530696,1.187838368
India,2022-12-28,44677647,530696,1.18783337
India,2022-12-21,44676330,530680,1.187832573
India,2022-12-29,44677915,530698,1.187830721
India,2022-12-22,44676515,530681,1.187829892
India,2022-12-20,44676199,530677,1.187829341
India,2022-12-31,44678384,530702,1.187827205
India,2022-11-08,44662141,530509,1.187827068
India,2023-01-01,44678649,530705,1.187826875
India,2023-01-02,44678822,530707,1.187826752
India,2023-01-08,44679924,530720,1.18782655
India,2022-12-30,44678158,530699,1.187826499
India,2023-01-07,44679761,530718,1.187826408
India,2022-12-19,44676087,530674,1.187825603
India,2022-12-18,44675952,530672,1.187824716
India,2023-01-09,44680094,530721,1.187824269
India,2022-12-11,44674822,530658,1.187823423
India,2023-01-10,44680215,530722,1.18782329
India,2023-01-03,44678956,530707,1.187823189
India,2023-01-06,44679547,530714,1.187823144
India,2022-12-09,44674439,530653,1.187822415
India,2023-01-05,44679319,530710,1.187820253
India,2022-12-12,44674981,530658,1.187819196
India,2022-12-10,44674649,530654,1.187819069
India,2023-01-11,44680386,530722,1.187818744
India,2023-01-04,44679131,530707,1.187818537
India,2022-12-17,44675776,530667,1.187818204
India,2022-12-15,44675447,530663,1.187817998
India,2022-12-13,44675095,530658,1.187816165
India,2023-01-12,44680583,530723,1.187815745
India,2022-12-08,44674190,530647,1.187815604
India,2023-01-13,44680757,530725,1.187815596
India,2022-12-16,44675609,530663,1.18781369
India,2023-01-14,44680936,530726,1.187813075
India,2022-12-14,44675247,530658,1.187812123
India,2022-11-24,44670483,530601,1.1878112
India,2022-11-23,44670075,530596,1.187810855
India,2023-01-15,44681040,530726,1.187810311
India,2022-11-09,44662952,530511,1.187809977
India,2022-11-22,44669715,530591,1.187809235
India,2022-11-25,44670830,530604,1.187808689
India,2022-11-26,44671219,530608,1.187807299
India,2023-01-16,44681154,530726,1.18780728
India,2022-11-27,44671562,530612,1.187807133
India,2023-01-24,44682104,530737,1.187806644
India,2023-01-18,44681371,530728,1.187805987
India,2022-11-21,44669421,530586,1.187805859
India,2023-01-17,44681233,530726,1.18780518
India,2023-01-23,44682015,530735,1.187804534
India,2022-11-30,44672347,530620,1.187804169
India,2023-01-25,44682206,530737,1.187803933
India,2022-11-28,44671853,530614,1.187803873
India,2023-01-26,44682338,530738,1.187802662
India,2023-01-22,44681921,530733,1.187802557
India,2023-01-19,44681505,530728,1.187802425
India,2023-01-27,44682437,530739,1.187802268
India,2022-12-07,44673949,530638,1.187801866
India,2022-12-01,44672638,530622,1.187800908
India,2022-11-29,44672068,530615,1.187800395
India,2023-01-28,44682530,530739,1.187799796
India,2023-01-21,44681781,530730,1.187799564
India,2023-01-29,44682639,530740,1.187799136
India,2023-01-20,44681650,530728,1.187798571
India,2022-12-02,44672913,530624,1.187798074
India,2022-12-03,44673166,530627,1.187798062
India,2023-01-30,44682719,530740,1.187797009
India,2023-01-31,44682784,530740,1.187795282
India,2022-12-06,44673783,530633,1.187795088
India,2022-12-04,44673392,530628,1.187794292
India,2022-11-19,44668523,530570,1.187793919
India,2022-12-05,44673618,530630,1.187792759
India,2023-02-01,44682895,530740,1.187792331
India,2023-02-02,44683023,530741,1.187791166
India,2023-02-05,44683363,530745,1.18779108
India,2022-11-20,44669015,530574,1.187789791
India,2022-11-10,44663968,530514,1.187789674
India,2023-02-10,44683862,530750,1.187789005
India,2023-02-15,44684376,530756,1.18778877
India,2023-02-06,44683454,530745,1.187788661
India,2023-02-03,44683122,530741,1.187788535
India,2023-02-16,44684502,530757,1.187787658
India,2023-02-09,44683748,530748,1.18778756
India,2023-02-07,44683543,530745,1.187786295
India,2023-02-08,44683639,530746,1.187785981
India,2023-02-11,44683994,530750,1.187785497
India,2023-02-04,44683250,530741,1.187785132
India,2023-02-14,44684274,530753,1.187784767
India,2023-02-17,44684658,530757,1.187783512
India,2023-02-19,44684917,530760,1.187783341
India,2023-02-20,44685037,530761,1.187782389
India,2023-02-12,44684118,530750,1.1877822
India,2022-11-11,44664810,530520,1.187780716
India,2023-02-18,44684775,530757,1.187780402
India,2023-02-13,44684197,530750,1.1877801
India,2023-02-21,44685132,530761,1.187779864
India,2023-02-22,44685257,530762,1.187778779
India,2022-11-12,44665643,530528,1.187776475
India,2023-02-23,44685450,530763,1.187775887
India,2023-02-26,44686017,530769,1.187774243
India,2023-02-24,44685619,530764,1.187773632
India,2022-11-15,44666175,530533,1.187773522
India,2022-11-17,44667311,530546,1.187772418
India,2023-02-27,44686202,530770,1.187771563
India,2022-11-18,44667967,530553,1.187770646
India,2023-02-28,44686371,530771,1.187769309
India,2023-02-25,44685799,530764,1.187768848
India,2023-03-01,44686611,530772,1.187765168
India,2022-11-16,44666676,530535,1.187764677
India,2022-11-13,44666377,530531,1.187763673
India,2022-09-03,44449718,527957,1.187762316
India,2023-03-02,44686879,530772,1.187758044
India,2022-11-14,44666924,530532,1.187751366
India,2023-03-03,44687162,530772,1.187750522
India,2023-03-04,44687496,530775,1.187748358
India,2023-03-05,44687820,530775,1.187739747
India,2023-03-06,44688101,530775,1.187732278
India,2023-03-07,44688367,530775,1.187725208
India,2023-03-08,44688693,530775,1.187716544
India,2023-03-09,44689072,530776,1.187708709
India,2023-03-10,44689512,530779,1.187703728
India,2023-03-11,44689968,530780,1.187693847
India,2023-03-12,44690492,530781,1.187682158
India,2023-03-13,44690936,530782,1.187672597
India,2023-03-14,44691338,530784,1.187666389
India,2023-03-15,44691956,530789,1.187661153
India,2022-09-04,44456535,527991,1.187656663
India,2023-03-16,44692710,530790,1.187643354
India,2023-03-17,44693506,530795,1.187633389
India,2023-03-18,44694349,530799,1.187619938
India,2023-03-19,44695420,530802,1.187598192
India,2023-03-20,44696338,530806,1.18758275
India,2023-03-21,44696984,530808,1.187570061
India,2023-03-22,44698118,530813,1.187551118
India,2022-09-05,44462445,528007,1.187534784
India,2023-03-23,44699418,530816,1.187523292
India,2023-03-24,44700667,530818,1.187494585
India,2022-09-06,44466862,528030,1.187468547
India,2023-03-25,44702257,530824,1.187465769
India,2023-03-26,44704147,530831,1.187431224
India,2023-03-27,44705952,530837,1.187396703
India,2022-09-07,44472241,528057,1.187385632
India,2023-03-28,44707525,530841,1.187363872
India,2023-03-29,44709676,530848,1.187322404
India,2022-09-08,44478636,528090,1.187289107
India,2023-03-30,44712692,530862,1.187273627
India,2023-03-31,44715786,530867,1.187202658
India,2022-09-09,44484729,528121,1.187196172
India,2023-04-01,44718781,530876,1.187143272
India,2022-09-10,44490283,528139,1.187088426
India,2023-04-02,44722605,530881,1.187052946
India,2023-04-03,44726246,530892,1.186980906
India,2022-09-11,44495359,528150,1.186977725
India,2023-04-04,44729284,530901,1.186920408
India,2021-04-19,15061919,178769,1.186893914
India,2022-09-12,44500580,528165,1.186872171
India,2023-04-05,44733719,530916,1.186836266
India,2022-09-13,44504949,528185,1.186800596
India,2022-09-14,44510057,528216,1.186734045
India,2023-04-06,44739054,530929,1.186723796
India,2022-09-15,44516479,528250,1.186639222
India,2023-04-07,44745104,530943,1.186594627
India,2022-09-16,44522777,528273,1.186523024
India,2023-04-08,44751259,530954,1.186456006
India,2022-09-17,44528524,528302,1.186435014
India,2022-09-18,44534188,528337,1.186362711
India,2023-04-09,44756616,530965,1.186338574
India,2022-09-19,44539046,528355,1.186273725
India,2023-04-10,44762496,530979,1.186214013
India,2022-09-20,44543089,528370,1.186199727
India,2022-09-21,44547599,528403,1.186153714
India,2023-04-11,44768172,531000,1.186110525
India,2022-09-22,44553042,528429,1.18606716
India,2022-09-23,44558425,528449,1.185968759
India,2023-04-12,44776002,531016,1.185938843
India,2022-09-24,44563337,528487,1.185923307
India,2022-09-25,44568114,528510,1.185847801
India,2022-09-26,44572243,528530,1.18578282
India,2022-09-27,44575473,528562,1.185768685
India,2022-09-28,44579088,528584,1.185721879
India,2023-04-13,44786160,531035,1.185712283
India,2022-09-29,44583360,528611,1.185668824
India,2022-09-30,44587307,528629,1.185604235
India,2022-10-01,44591112,528655,1.185561374
India,2022-10-02,44594487,528673,1.185512012
India,2022-10-03,44597498,528701,1.185494756
India,2023-04-14,44797269,531064,1.185482981
India,2022-10-04,44599466,528716,1.185476077
India,2022-10-05,44601934,528733,1.185448595
India,2022-10-06,44604463,528745,1.185408285
India,2022-10-07,44606460,528754,1.185375392
India,2022-10-08,44609257,528778,1.185354869
India,2022-10-09,44612013,528799,1.185328714
India,2022-10-10,44614437,528814,1.185297934
India,2022-10-11,44616394,528822,1.185263874
India,2023-04-15,44808022,531091,1.185258747
India,2022-10-12,44618533,528835,1.185236189
India,2022-10-13,44621319,528847,1.18518908
India,2022-10-14,44623997,528857,1.185140363
India,2022-10-15,44626427,528874,1.185113924
India,2022-10-16,44628828,528895,1.18509722
India,2022-10-17,44630888,528905,1.185064926
India,2023-04-16,44818115,531114,1.185043146
India,2022-10-18,44632430,528913,1.185041908
India,2022-10-19,44634376,528923,1.185012646
India,2022-10-20,44636517,528943,1.185000613
India,2022-10-21,44638636,528953,1.184966763
India,2022-10-22,44640748,528957,1.184919661
India,2022-10-24,44644076,528977,1.18487613
India,2022-10-23,44642742,528961,1.184875696
India,2023-04-17,44827226,531141,1.184862521
India,2022-10-25,44644938,528980,1.184859972
India,2022-10-26,44645768,528981,1.184840185
India,2022-10-27,44646880,528987,1.184824113
India,2022-11-01,44654638,529077,1.184819816
India,2022-10-28,44649088,528999,1.184792397
India,2022-10-29,44650662,529008,1.184770788
India,2022-10-30,44652266,529016,1.184746145
India,2022-10-31,44653592,529024,1.184728879
India,2023-04-18,44834859,531152,1.184685336
India,2023-04-19,44845401,531190,1.184491583
India,2023-04-20,44857992,531230,1.184248283
India,2023-04-21,44869684,531258,1.184002098
India,2021-06-02,28307832,335102,1.183778397
India,2023-04-22,44881877,531300,1.183774021
India,2023-04-23,44891989,531329,1.183571973
India,2023-04-24,44898893,531345,1.183425614
India,2023-04-25,44905827,531369,1.183296324
India,2023-04-26,44915456,531398,1.183107214
India,2023-04-27,44924811,531424,1.182918722
India,2023-04-28,44932344,531468,1.182818328
India,2023-04-29,44939515,531508,1.182718594
India,2023-04-30,44945389,531533,1.182619645
India,2023-05-01,44949671,531547,1.182538132
India,2023-05-02,44952996,531564,1.182488482
India,2023-05-03,44956716,531584,1.182435123
India,2023-05-04,44960678,531606,1.182379856
India,2023-05-05,44964289,531642,1.182364965
India,2023-09-02,44997266,532023,1.182345167
India,2023-09-03,44997326,532023,1.182343591
India,2023-09-10,44997710,532027,1.18234239
India,2023-09-04,44997372,532023,1.182342382
India,2023-09-06,44997466,532024,1.182342135
India,2023-09-05,44997400,532023,1.182341646
India,2023-09-11,44997780,532027,1.182340551
India,2023-09-07,44997537,532024,1.182340269
India,2023-09-14,44997975,532029,1.182339872
India,2023-09-09,44997642,532025,1.182339732
India,2023-09-12,44997820,532027,1.1823395
India,2023-09-13,44997917,532028,1.182339174
India,2023-09-08,44997583,532024,1.18233906
India,2023-09-15,44998035,532029,1.182338295
India,2023-09-17,44998162,532030,1.182337181
India,2023-09-16,44998107,532029,1.182336404
India,2023-09-20,44998294,532031,1.182335935
India,2023-09-18,44998217,532030,1.182335736
India,2023-09-19,44998243,532030,1.182335053
India,2023-09-21,44998338,532031,1.182334779
India,2023-09-22,44998393,532031,1.182333334
India,2023-09-23,44998463,532031,1.182331494
India,2023-09-24,44998525,532031,1.182329865
India,2023-09-25,44998565,532031,1.182328814
India,2023-09-26,44998603,532031,1.182327816
India,2023-09-27,44998650,532031,1.182326581
India,2023-10-04,44998954,532034,1.18232526
India,2023-09-28,44998701,532031,1.182325241
India,2023-05-06,44967250,531659,1.182324914
India,2023-09-29,44998741,532031,1.18232419
India,2023-10-01,44998838,532032,1.182323864
India,2023-09-30,44998782,532031,1.182323113
India,2023-10-02,44998874,532032,1.182322918
India,2023-10-03,44998916,532032,1.182321814
India,2023-10-05,44999204,532034,1.182318692
India,2023-10-06,44999243,532034,1.182317667
India,2023-10-13,44999510,532037,1.182317319
India,2023-10-07,44999285,532034,1.182316563
India,2023-10-14,44999561,532037,1.182315979
India,2023-10-10,44999392,532035,1.182315974
India,2023-10-08,44999328,532034,1.182315434
India,2023-10-15,44999588,532037,1.182315269
India,2023-10-16,44999588,532037,1.182315269
India,2023-10-17,44999588,532037,1.182315269
India,2023-10-18,44999588,532037,1.182315269
India,2023-10-11,44999438,532035,1.182314766
India,2023-10-09,44999366,532034,1.182314435
India,2023-10-12,44999473,532035,1.182313846
India,2023-05-07,44969630,531680,1.182309038
India,2023-05-08,44971469,531692,1.182287374
India,2023-05-09,44972800,531707,1.182285737
India,2023-05-10,44974909,531722,1.182263648
India,2023-05-11,44976599,531736,1.182250352
India,2023-05-12,44978179,531753,1.182246618
India,2023-05-13,44979402,531767,1.182245598
India,2023-05-18,44984058,531814,1.182227713
India,2023-05-16,44982131,531790,1.182225004
India,2023-05-14,44980674,531770,1.182218835
India,2023-05-15,44981475,531778,1.182215568
India,2023-05-19,44984923,531818,1.182213872
India,2023-05-22,44986934,531839,1.182207705
India,2023-05-17,44983152,531794,1.182207063
India,2023-05-20,44985705,531824,1.182206659
India,2023-05-23,44987339,531843,1.182205954
India,2023-05-24,44987891,531849,1.182204785
India,2023-05-21,44986461,531832,1.182204575
India,2023-05-25,44988426,531854,1.18220184
India,2023-05-26,44988916,531856,1.18219341
India,2023-05-28,44989744,531864,1.182189434
India,2023-05-27,44989341,531859,1.18218891
India,2023-05-29,44990054,531866,1.182185734
India,2023-05-30,44990278,531867,1.182182071
India,2023-05-31,44990588,531870,1.182180593
India,2023-06-06,44991880,531884,1.182177762
India,2023-06-03,44991380,531878,1.182177564
India,2023-06-01,44990876,531872,1.182177471
India,2023-06-04,44991582,531880,1.182176701
India,2023-06-05,44991756,531882,1.182176575
India,2023-06-02,44991143,531874,1.182174901
India,2023-06-07,44992094,531884,1.182172139
India,2023-07-09,44994575,531913,1.182171406
India,2023-06-09,44992462,531888,1.18217136
India,2023-06-08,44992293,531886,1.182171355
India,2023-07-07,44994494,531912,1.182171312
India,2023-07-10,44994599,531913,1.182170776
India,2023-07-11,44994619,531913,1.18217025
India,2023-07-08,44994543,531912,1.182170024
India,2023-06-11,44992788,531891,1.182169462
India,2023-07-05,44994407,531910,1.182169153
India,2023-07-12,44994665,531913,1.182169042
India,2023-07-14,44994765,531914,1.182168637
India,2023-07-06,44994449,531910,1.182168049
India,2023-07-16,44994878,531915,1.18216789
India,2023-07-13,44994713,531913,1.18216778
India,2023-06-24,44993872,531903,1.182167652
India,2023-07-15,44994819,531914,1.182167218
India,2023-06-13,44992960,531892,1.182167166
India,2023-06-12,44992880,531891,1.182167045
India,2023-06-23,44993817,531902,1.182166874
India,2023-07-03,44994325,531908,1.182166862
India,2023-07-17,44994921,531915,1.182166761
India,2023-06-10,44992648,531888,1.182166473
India,2023-06-28,44994097,531905,1.182166185
India,2023-07-04,44994351,531908,1.182166179
India,2023-07-18,44994955,531915,1.182165867
India,2023-07-02,44994281,531907,1.182165796
India,2023-06-25,44993952,531903,1.18216555
India,2023-07-01,44994228,531906,1.182164966
India,2023-06-29,44994144,531905,1.18216495
India,2023-07-19,44995004,531915,1.18216458
India,2023-06-26,44993999,531903,1.182164315
India,2023-06-14,44993080,531892,1.182164013
India,2023-06-30,44994188,531905,1.182163794
India,2023-06-22,44993766,531900,1.182163769
India,2023-06-15,44993186,531893,1.18216345
India,2023-06-27,44994032,531903,1.182163448
India,2023-07-20,44995055,531915,1.18216324
India,2023-06-20,44993579,531897,1.182162015
India,2023-06-21,44993671,531898,1.18216182
India,2023-06-16,44993282,531893,1.182160928
India,2023-06-19,44993543,531896,1.182160738
India,2023-07-21,44995164,531915,1.182160376
India,2023-06-18,44993480,531895,1.182160171
India,2023-07-22,44995224,531915,1.1821588
India,2023-06-17,44993390,531893,1.18215809
India,2023-07-23,44995264,531915,1.182157749
India,2023-07-24,44995311,531915,1.182156514
India,2023-07-25,44995332,531915,1.182155962
India,2023-07-26,44995392,531915,1.182154386
India,2023-07-27,44995434,531915,1.182153282
India,2023-07-31,44995629,531917,1.182152604
India,2023-07-28,44995486,531915,1.182151916
India,2023-08-01,44995665,531917,1.182151658
India,2023-07-30,44995588,531916,1.182151459
India,2023-07-29,44995536,531915,1.182150603
India,2023-08-03,44995802,531918,1.182150281
India,2023-08-02,44995725,531917,1.182150082
India,2023-08-04,44995856,531918,1.182148863
India,2023-08-17,44996426,531924,1.182147222
India,2023-08-05,44995933,531918,1.18214684
India,2023-08-19,44996548,531925,1.182146239
India,2023-08-18,44996476,531924,1.182145908
India,2023-08-21,44996653,531926,1.182145703
India,2023-08-06,44995980,531918,1.182145605
India,2023-08-10,44996151,531920,1.182145557
India,2023-08-15,44996335,531922,1.182145168
India,2023-08-22,44996676,531926,1.182145099
India,2023-08-20,44996599,531925,1.182144899
India,2023-08-13,44996274,531921,1.182144548
India,2023-08-11,44996198,531920,1.182144323
India,2023-08-07,44996034,531918,1.182144186
India,2023-08-16,44996393,531922,1.182143644
India,2023-08-23,44996732,531926,1.182143628
India,2023-08-08,44996059,531918,1.18214353
India,2023-08-14,44996313,531921,1.182143524
India,2023-08-12,44996236,531920,1.182143324
India,2023-08-26,44996919,531928,1.18214316
India,2023-08-25,44996859,531927,1.182142514
India,2023-08-28,44997033,531929,1.182142387
India,2023-08-24,44996786,531926,1.182142209
India,2023-08-09,44996112,531918,1.182142137
India,2023-08-27,44996963,531928,1.182142004
India,2023-08-29,44997056,531929,1.182141783
India,2023-08-31,44997167,531930,1.182141089
India,2023-08-30,44997117,531929,1.18214018
India,2023-09-01,44997216,531930,1.182139802
India,2021-04-20,15321089,180530,1.178310497
